,Region,County,Area,Beach Name,Beach URL,Address1,Address2,Park Name,Owner URL,Activities,Amenities,Pet Policy,Fees,Phone,Other Names
65,Southern,San Diego County,Oceanside,Buccaneer Beach,https://www.californiabeaches.com/beach/buccaneer-beach/,1500 South Pacific Street,"Oceanside, CA 92054",Buccaneer Park,http://www.ci.oceanside.ca.us/gov/pw/harbor/things/beaches.asp,"Swimming, Surfing, Sunbathing, Beach Walking, Birdwatching","Kids Play Area, Basketball Court, Gazebo, Cafe, Grass Park, Lifeguard, Restrooms",No dogs allowed on the beach,Free parking,,
66,Southern,San Diego County,Oceanside,San Onofre Beach At Camp Pendleton,https://www.californiabeaches.com/beach/san-onofre-beach-at-camp-pendleton/,Beach Club Road,"San Clemente, CA 92672",,http://www.mccscp.com/sanonofrebeach,"Surfing, Camping","Campgrounds, Cottages, Restrooms, Kids Play Area, Picnic Tables, Beach Club, Rentals",,,,"Churches Beach, Church"
67,Southern,San Diego County,Oceanside,Del Mar Beach At Camp Pendleton,https://www.californiabeaches.com/beach/del-mar-beach-at-camp-pendleton/,Camp Pendleton,"Oceanside, CA 92058",,http://www.mccscp.com/delmarbeach,"Surfing, Swimming, Volleyball","Kids Swimming Area, RV Campground, Restrooms, Showers, Kids Play Area, Gear Rentals",,Free for military personnel,,"Del Mar Jetties, DMJs"
68,Southern,San Diego County,Oceanside,Oceanside Boulevard Beach,https://www.californiabeaches.com/beach/oceanside-boulevard-beach/,S Pacific Street and Oceanside Blvd,"Oceanside, CA 92054",,,"Beach Walking, Surfing, Bodyboarding","Lifeguard, Showers",No dogs allowed on the beach,Fee for parking,,
69,Southern,San Diego County,Oceanside,Oceanside Harbor Beach,https://www.californiabeaches.com/beach/oceanside-harbor-beach/,N Pacific St and Harbor Dr,"Oceanside, CA 92054",,http://www.ci.oceanside.ca.us/gov/pw/harbor/things/beaches.asp,"Surfing, Fishing, Volleyball, Sunbathing, Kiteboarding, Windsurfing, Bonfires","Lifeguard, BBQs, Fire Pits, Picnic Tables, Showers, Restrooms, Snack Bar, RV Parking, Kids Play Area",No dogs allowed on the beach,Fees for parking,,Jetties Beach
70,Southern,San Diego County,Oceanside,Oceanside Pier View North Beach,https://www.californiabeaches.com/beach/oceanside-pier-view-north-beach/,The Strand N and Surfrider Way,"Oceanside, CA 92054",,,"Surfing, Swimming, Fishing, Sunbathing, Volleyball, Walking","Fishing Pier, Lifeguard, Volleyball Courts, Kids Play Area",No dogs allowed on the beach or pier,,,
71,Southern,San Diego County,Oceanside,Oceanside Pier View South Beach,https://www.californiabeaches.com/beach/oceanside-pier-view-south-beach/,200 The Strand N,"Oceanside, CA 92054","Pacific Street Linear Park, Strand Beach Park",,"Surfing, Swimming, Fishing, Sunbathing, Walking, Bonfires","Fishing Pier, Lifeguard, BBQs, Fire Pits, Picnic Tables, Kids Play Area, Amphitheater",No dogs allowed on the beach or pier,,,
72,Southern,San Diego County,Oceanside,San Onofre State Beach Bluffs Beaches,https://www.californiabeaches.com/beach/san-onofre-state-beach-bluffs-beaches/,Old Pacific Highway,"San Clemente, CA 92672",San Onofre State Beach,http://www.parks.ca.gov/?page_id=647,"Surfing, Hiking, Biking, Camping, Beachcombing, Whale Watching","Campground, Restrooms, Trails",Dogs allowed on leash at beach 1 and 6 only,Fee for parking,,Bluffs Beach
73,Southern,San Diego County,Oceanside,San Onofre State Beach Nude Area,https://www.californiabeaches.com/beach/san-onofre-state-beach-nude-area/,Old Pacific Highway,"San Clemente, CA 92672",San Onofre State Beach,https://sites.google.com/site/friendsofsanonofre/,"Sunbathing, Beach Walking","Trails, Restrooms on bluff, Campground",No dogs allowed on the beach,Fee for parking and camping,,
74,Southern,San Diego County,Oceanside,San Onofre State Beach Surf Beach,https://www.californiabeaches.com/beach/san-onofre-state-beach-surf-beach/,Old Pacific Highway and Beach Club Road,"San Clemente, CA 92672",San Onofre State Beach,http://www.parks.ca.gov/?page_id=647,"Surfing, Sunbathing, Volleyball, Fishing, Bonfires","Toilets, Fire Pits, Volleyball Courts, Lifeguard",No dogs allowed on the beach,Fee for parking,,"San O, Old Mans, Surf Beach"
75,Southern,San Diego County,Oceanside,South Oceanside Beach,https://www.californiabeaches.com/beach/south-oceanside-beach/,South Pacific St and Cassidy St,"Oceanside, CA 92054",,http://www.ci.oceanside.ca.us/gov/pw/harbor/things/beaches.asp,Beach Walking,"Lifeguard, No Facilities",No dogs allowed on the beach,Free street parking,,Cassidy Beach
76,Southern,San Diego County,Oceanside,St Malo Beach,https://www.californiabeaches.com/beach/st-malo-beach/,South Pacific Street and Eaton Street,"Oceanside, CA 92054",,,"Beach Walking, Surfing, Birdwatching","Lagoon, No Public Facilities",No dogs allowed on the beach,Free street parking at adjacent beaches,,Saint Malo Beach
77,Southern,San Diego County,Oceanside,Trestles Beach,https://www.californiabeaches.com/beach/trestles-beach/,3929 S El Camino Real,"San Clemente, CA 92672","San Onofre State Beach, Trestles Wetland Natural Preserve",http://www.parks.ca.gov/?page_id=647,"Surfing, Sunbathing, Birdwatching, Hiking","Trails, Toilets",No dogs allowed on the beach,Free parking,,"Uppers, Lowers, Middles, Cottons"
78,Southern,San Diego County,Oceanside,Tyson Street Beach,https://www.californiabeaches.com/beach/tyson-street-beach/,S Pacific St and Tyson St,"Oceanside, CA 92054",Tyson Street Park,,"Beach Walking, Surfing, Swimming","Lifeguard, Restrooms, Showers, Grass Park, Picnic Tables, Kids Play Area, Benches",No dogs allowed on the beach,,,
79,Southern,San Diego County,Oceanside,Wisconsin Street Beach,https://www.californiabeaches.com/beach/wisconsin-street-beach/,S Pacific St and Wisconsin Ave,"Oceanside, CA 92054",,,"Beach Walking, Surfing, Walking","Lifeguard, Restrooms, Showers, Picnic Tables",No dogs allowed on the beach,Fee for parking in lot,,
80,Southern,San Diego County,San Diego,Bahia Point Park On Mission Bay,https://www.californiabeaches.com/beach/bahia-point-park-on-mission-bay/,998 W Mission Bay Drive,"San Diego, CA 92109","Bahia Point Park, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/facilities.shtml,"Swimming, Sunbathing, Bonfires","Grass Park, Picnic Tables, Restrooms, Fire Pits",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
81,Southern,San Diego County,San Diego,Bermuda Beach,https://www.californiabeaches.com/beach/bermuda-beach/,4848 Bermuda Ave,"San Diego, CA 92107",,,Sunbathing,No Facilities,Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Free street parking,,
82,Southern,San Diego County,San Diego,Bonita Cove Park On Mission Bay,https://www.californiabeaches.com/beach/bonita-cove-park-on-mission-bay/,3290 Mariners Way,"San Diego, CA 92109","Bonita Cove Park, Mariner's Point, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/bonitacove.shtml,"Swimming, Sunbathing, Volleyball, Fishing, Birdwatching, Biking, Running, Bonfires","Lifeguard, Restrooms, Picnic Tables, BBQs, Showers, Kids Play Area, Grass Park, Volleyball Courts, Paved Bike Path, Fire Pits",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
83,Southern,San Diego County,San Diego,Border Field State Park,https://www.californiabeaches.com/beach/border-field-state-park/,1500 Monument Rd,"San Diego, CA 92154",Border Field State Park,http://www.parks.ca.gov/?page_id=664,"Birdwatching, Hiking, Picnicking, Equestrian Use, Bonfires, Beach Walking","Trails, Wetlands, Restrooms, Fire Pits, Picnic Tables, BBQs, Group Picnic Areas","No dogs allowed on the beach, but ok on leash at picnic area","Fee for vehicles to enter, but free to walk in.",,
84,Southern,San Diego County,San Diego,Cabrillo National Monument,https://www.californiabeaches.com/beach/cabrillo-national-monument/,1800 Cabrillo Memorial Drive,"San Diego, CA 92106",Cabrillo National Monument,http://www.nps.gov/cabr/index.htm,"Hiking, Tidepooling, Whale Watching, Wildlife Watching","Tide Pools, Trails, Lighthouses, Restrooms, Visitor Center, Viewpoints",No dogs allowed on the beach,"Entrance fees for vehicles, walkers, and bicyclists",,Point Loma Beach
85,Southern,San Diego County,San Diego,Campland On The Bay,https://www.californiabeaches.com/beach/campland-on-the-bay/,2211 Pacific Beach Dr,"San Diego, CA 92109",Mission Bay Park,http://www.campland.com/,"Waterskiing, Jet Skiing, Kayaking, Sailing, Swimming, Volleyball, Basketball, Camping","Campground, Boat Launch, Arcade Game Room, Marina, Cafe","No dogs allowed on the beach, must be on leash in the campground","Fees for camping, rentals, and misc items.",,
86,Southern,San Diego County,San Diego,Chula Vista Bayside Park,https://www.californiabeaches.com/beach/chula-vista-bayside-park/,999 Bayside Parkway,"San Diego, CA 91910",Bayside Park,http://www.portofsandiego.org/chula-vista-bayside-park.html,"Swimming, Picnicking, Fishing, Walking, Running, Biking, Skating","Fishing Pier, Grass Park, Picnic Tables, Restrooms, Walking Path, Paved Bike Path, Volleyball Court, Snack Bar, Benches, Kids Play Area, RV Park",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Free parking,,
87,Southern,San Diego County,San Diego,Crown Point Park On Mission Bay,https://www.californiabeaches.com/beach/crown-point-park-on-mission-bay/,Crown Point Dr and Moorland Dr,"San Diego, CA 92109","Crown Point Park, Mission Bay Park, Kendall Frost Mission Bay Reserve, Northern Wildlife Preserve ",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/crownpoint.shtml,"Volleyball, Basketball, Swimming, Sunbathing, Waterskiing, Picnicking, Birdwatching, Biking, Running, Bonfires","Lifeguard, Restrooms, Showers, Picnic Tables, BBQs, Covered Picnic Area, Volleyball Courts, Basketball Courts, Kids Play Area, Grass Park, Fire Pits, Boat Launch, Paved Bike Path",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,Crown Point Shores
88,Southern,San Diego County,San Diego,De Anza Cove Park On Mission Bay,https://www.californiabeaches.com/beach/de-anza-cove-park-on-mission-bay/,N Mission Bay Dr and De Anza Rd,"San Diego, CA 92109","De Anza Cove Park, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/deanzacove.shtml,"Swimming, Sunbathing, Boating, Volleyball, Picnicking, Biking, Running, Walking, Bonfires","Lifeguard, Restrooms, Picnic Tables, Showers, Boat Launch, Kids Play Area, Grass Park, Volleyball Courts, Fire Pits, Paved Bike Path",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
89,Southern,San Diego County,San Diego,Fiesta Island Beaches On Mission Bay,https://www.californiabeaches.com/beach/fiesta-island-beaches-on-mission-bay/,Fiesta Island Rd and Mission Bay Dr,"San Diego, CA 92109","Fiesta Island Park, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/fiestaisland.shtml,"Windsurfing, Kiteboarding, Swimming, Jet Skiing, Biking, Running, Bonfires, Dog Walking, Equestrian Use, Beach Driving, Fishing","Off-Leash Dog Area, Fire Pits, Toilets","Dogs allowed off-leash in the designated area, and on-leash everywhere else",Free parking,,
90,Southern,San Diego County,San Diego,Kellogg Beach Point Loma,https://www.californiabeaches.com/beach/kellogg-beach-point-loma/,McCall St and San Antonio Ave,"San Diego, CA 92106",,,"Birdwatching, Fishing, Walking, Kayaking, Stand Up Paddleboarding",Trail,Dogs allowed on leash,Free street parking,,
91,Southern,San Diego County,San Diego,Mission Beach,https://www.californiabeaches.com/beach/mission-beach/,Mission Blvd &amp; Ventura Place,"San Diego, CA 92109","Mission Beach Park, Belmont Park",https://www.sandiego.gov/lifeguards/beaches/mb,"Surfing, Sunbathing, Swimming, Biking, Skating, Running, Walking, Bonfires","Amusement Park, Boardwalk, Arcade, Wave House, Grass Park, Picnic Tables, Lifeguard, Showers, Bike Path, Fire Pits, Restaurants",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Free parking at lots near Belmont Park,,
92,Southern,San Diego County,San Diego,Mission Point Park On Mission Bay,https://www.californiabeaches.com/beach/mission-point-park-on-mission-bay/,2600 Bayside Lane,"San Diego, CA 92109","Mission Point Park, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/missionpoint.shtml,"Swimming, Sunbathing, Kayaking, Boating, Bonfires, Biking, Running","Kids Play Area, Picnic Tables, Restrooms, Showers, Grass Park, Paths, Benches, Fire Pits, Volleyball Court",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
93,Southern,San Diego County,San Diego,New Break Beach,https://www.californiabeaches.com/beach/new-break-beach/,3980 Lomaland Drive,"San Diego, CA 92106",Sunset Cliffs Natural Park,http://www.sandiego.gov/park-and-recreation/parks/regional/shoreline/sunset.shtml,"Hiking, Surfing","Trails, Fossils, No Facilities",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Free public parking,,
94,Southern,San Diego County,San Diego,No Surf Beach,https://www.californiabeaches.com/beach/no-surf-beach/,Sunset Cliffs Blvd and Hill St,"San Diego, CA 92107",Sunset Cliffs Natural Park,http://www.sandiego.gov/park-and-recreation/parks/regional/shoreline/sunset.shtml,"Sunbathing, Surfing","Tide Pools, Rock Arch, Sea Cave, No Facilities",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Free street parking,,
95,Southern,San Diego County,San Diego,North Pacific Beach,https://www.californiabeaches.com/beach/north-pacific-beach/,Ocean Blvd and Law St,"San Diego, CA 92109",Palisades Park,http://www.sandiego.gov/lifeguards/beaches/northpb.shtml,"Swimming, Surfing, Sunbathing, Walking","Fishing Pier, Lifeguard, Boardwalk, Grass Parks, Restrooms",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Free street parking nearby,,
96,Southern,San Diego County,San Diego,Ocean Beach City Beach,https://www.californiabeaches.com/beach/ocean-beach-city-beach/,1946 Abbott St,"San Diego, CA 92107",Ocean Beach Park,https://www.sandiego.gov/lifeguards/beaches/ob,"Surfing, Walking, Running, Biking, Sunbathing, Volleyball, Bonfires, Fishing, Tidepooling","Fishing Pier, Bike Path, Restrooms, Showers, Grass Park, Picnic Tables, Lifeguard, Volleyball Courts, Tide Pools, Fire Pits, Accessible Features",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,,,
97,Southern,San Diego County,San Diego,Ocean Beach Dog Beach,https://www.californiabeaches.com/beach/ocean-beach-dog-beach/,W Point Loma Blvd and Voltaire St,"San Diego, CA 92107",,http://www.sandiego.gov/lifeguards/beaches/ob.shtml,"Dog Walking, Biking, Running","Dog Off-leash Area, Bike Path, Restrooms",Dogs allowed off leash,,,
98,Southern,San Diego County,San Diego,Pacific Beach,https://www.californiabeaches.com/beach/pacific-beach/,Mission Blvd and Grand Ave,"San Diego, CA 92109",,http://www.sandiego.gov/lifeguards/beaches/pb.shtml,"Surfing, Bodyboarding, Swimming, Sunbathing, Fishing, Biking, Walking, Running","Fishing Pier, Paved Bike Path, Lifeguard, Restrooms",Leashed dogs allowed on beach before 9am and after 6pm from April-Oct. (changes to 4pm Nov.-March).,Paid parking in various lots near the pier,,
99,Southern,San Diego County,San Diego,Playa Pacifica Park On Mission Bay,https://www.californiabeaches.com/beach/playa-pacifica-park-on-mission-bay/,2000 E Mission Bay Drive,"San Diego, CA 92109","Playa Pacifica Park, Leisure Lagoon, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/playa.shtml,"Swimming, Picnicking, Running, Biking, Walking, Bonfires","Grass Park, Lifeguard, Picnic Tables, Restrooms, Fire Pits, Kids Play Area, Paved Bike Path",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
100,Southern,San Diego County,San Diego,Riviera Shores Beach Mission Bay,https://www.californiabeaches.com/beach/riviera-shores-beach-mission-bay/,Riviera Dr and Moorland Dr,"San Diego, CA 92109",,http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/facilities.shtml,"Walking, Biking, Running, Sailing","Paved Bike Path, No Facilities",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
101,Southern,San Diego County,San Diego,Sail Bay Beach On Mission Bay,https://www.californiabeaches.com/beach/sail-bay-beach-on-mission-bay/,4000 Fanuel Street,"San Diego, CA 92109","Fanuel Street Park, Mission Bay Park",http://www.sandiego.gov/park-and-recreation/parks/regional/missionbay/facilities.shtml,"Walking, Swimming, Sunbathing, Running, Biking, Sailing, Volleyball","Kids Play Area, Grass Park, Restrooms, Paved Bike Path, Volleyball Courts",No dogs allowed in park between 9am and 6pm. Leashed dogs allowed before 9am and after 6pm April-Oct. (changes to 4pm Nov.-March).,Free parking,,
