,id,title,name1,latitude,longitude,address,city,county,state,zip,county,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
466,124,Ormond Beach- Arnold Road,Ormond Beach,34.118840000000000,-119.160075000000000,,Ventura,Ventura,CA,93006,Ventura,True,2021-01-08T00:00:00.000Z,A+,A+,A+,A,A,2018,2021-01-08T00:00:00.000Z
467,123,Ormond Beach- Industrial Drain,Ormond Beach,34.135497000000000,-119.183862000000000,,Port Hueneme,Ventura,CA,93041,Ventura,True,2021-04-02T00:00:00.000Z,A+,ns,A+,A,A,2018,2021-04-02T00:00:00.000Z
468,113,Oxnard Bch. Park - Falkirk Avenue,Oxnard Beach Park,34.180175000000000,-119.239554000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
469,110,Oxnard Beach - 5th Street,Oxnard Beach,34.197725000000000,-119.249292000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
470,112,Oxnard Beach - Amalfi Way (south of drain),Oxnard Beach,34.184327000000000,-119.242107000000000,,Oxnard,Ventura,CA,93035,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
471,262,Oxnard Beach - Channel Way (south of drain),Oxnard Beach,34.195057000000000,-119.247927000000000,,Oxnard,Ventura,CA,93035,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
472,111,Oxnard Beach - Outrigger Way,Oxnard Beach,34.190130000000000,-119.245227000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
473,114,Oxnard Beach Park - Starfish Drive,Oxnard Beach Park,34.175666000000000,-119.236910000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
474,632,Oyster Point,Oyster Point,37.664077000000000,-122.383330000000000,,South San Francisco,San Mateo,CA,94080,San Mateo,False,2021-02-26T00:00:00.000Z,A+,C,A,D,ns,2018,2021-02-26T00:00:00.000Z
475,327,"Pacific Beach, Crystal Pier (projection of Garnet)",Pacific Beach,32.795000000000000,-117.257000000000000,,San Diego,San Diego,CA,92109,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
476,325,"Pacific Beach, P.B. Point (100 yds. downcoast of Linda Way)",Pacific Beach,32.807720000000000,-117.266220000000000,,San Diego,San Diego,CA,92109,San Diego,True,2019-03-15T00:00:00.000Z,ns,,A,ns,ns,2018,2019-03-15T00:00:00.000Z
477,382,"Pacific Beach, P.B. Point (projection of Linda Way)",,118.000000000000000,800.000000000000000,,,San Diego,CA,,San Diego,False,,,,,,,,
478,326,"Pacific Beach, Tourmaline Surf Park (proj. of Tourmaline St.)",Pacific Beach,32.805170000000000,-117.262759000000000,,San Diego,San Diego,CA,92109,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A+,ns,ns,2018,2021-04-02T00:00:00.000Z
479,328,"Pacific Beach, projection of Grand Av.",Pacific Beach,32.794510000000000,-117.257010000000000,,San Diego,San Diego,CA,92109,San Diego,False,2021-02-19T00:00:00.000Z,A+,A+,A+,ns,ns,2018,2021-02-19T00:00:00.000Z
480,451,Palm/Pajaro Dunes Beach,Palm/Pajaro Dunes Beach,36.851804000000000,-121.811799000000000,,La Selva Beach,Santa Cruz,CA,95076,Santa Cruz,True,2019-09-06T00:00:00.000Z,B,ns,ns,A+,ns,2018,2019-09-06T00:00:00.000Z
481,53,"Palos Verdes (Bluff) Cove, Palos Verdes Estates",Bluff Cove,33.792902000000000,-118.407004000000000,,Palos Verdes Est,Los Angeles -- LA Sanitation,CA,90274,Los Angeles -- LA Sanitation,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
482,572,Paradise Cove,Paradise Cove,37.894100000000000,-122.457500000000000,,,Marin,CA,,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,,,,,2020-11-06T00:00:00.000Z
483,5,Paradise Cove Pier at Ramirez Canyon Creek mouth,Paradise Cove Pier,34.020244000000000,-118.786556000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,ns,A,A+,A,2018,2021-04-02T00:00:00.000Z
484,205,Pelican Point Beach,Crystal Cove,33.578324000000000,-117.849037000000000,,Newport Beach,Orange,CA,92657,Orange,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
485,601,Pena Creek at Las Tunas County Beach,Las Tunas County Beach,34.039059000000000,-118.596650000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
486,104,Peninsula Beach- Harbor Cove,Peninsula Beach,34.246366000000000,-119.268449000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
487,477,Pescadero State Beach at Pescadero Creek,Pescadero State Beach,37.274236000000000,-122.410127000000000,,San Gregorio,San Mateo,CA,94074,San Mateo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A,A+,2018,2021-04-02T00:00:00.000Z
488,584,"Pico Ave., San Simeon",San Simeon State Beach,35.614021000000000,-121.147696000000000,,San Simeon,San Luis Obispo,CA,93452,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A,2018,2021-04-02T00:00:00.000Z
489,587,Pillar Point #8 Mavericks Beach,Pillar Point,37.498902000000000,-122.495791000000000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,D,F,B,F,F,2018,2021-04-02T00:00:00.000Z
490,470,Pillar Point Harbor dock,,118.000000000000000,70.000000000000000,,,San Mateo,CA,,San Mateo,False,,,,,,,,
491,468,"Pillar Point Harbor, Capistrano Rd. Beach",Pillar Point,37.503679629000000,-122.484662473000000,,Moss Beach,San Mateo,CA,94038,San Mateo,True,2021-04-02T00:00:00.000Z,C,C,,,,,2021-04-02T00:00:00.000Z
492,469,"Pillar Point Harbor, at the storm drain pipe",,118.000000000000000,70.000000000000000,,,San Mateo,CA,,San Mateo,False,,,,,,,,
493,467,"Pillar Point Harbor, end of Westpoint Ave.",Pillar Point,37.501954000000000,-122.492655000000000,,Moss Beach,San Mateo,CA,94038,San Mateo,True,2021-04-02T00:00:00.000Z,C,B,B,F,F,2018,2021-04-02T00:00:00.000Z
494,2081,"Pillar Point, Harbor Beach",Pillar Point,37.5020660000000,-122.4761100000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,C,B,,,,,2021-04-02T00:00:00.000Z
495,397,"Pismo Beach Pier, 40 feet south of the pier",Pismo Beach,35.138201000000000,-120.644348000000000,,Shell Beach,San Luis Obispo,CA,93449,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-04-02T00:00:00.000Z
496,398,"Pismo Beach, projection of Ocean View",Pismo Beach,35.136033330000000,-120.643086100000000,,Shell Beach,San Luis Obispo,CA,93449,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-04-02T00:00:00.000Z
497,395,"Pismo Beach, projection of Wadsworth Street",Pismo Beach,35.140916670000000,-120.646077800000000,,Shell Beach,San Luis Obispo,CA,93449,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,C,A,2018,2021-04-02T00:00:00.000Z
498,638,"Pismo State Beach, 2 miles south of Pier Ave., Post 4",Pismo State Beach,35.076249000000000,-120.630213000000000,,Oceano,San Luis Obispo,CA,93445,San Luis Obispo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
499,399,"Pismo State Beach, 330 yards north of Pier Ave.",Pismo Beach,35.108258330000000,-120.632594400000000,,Grover Beach,San Luis Obispo,CA,93433,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
500,401,"Pismo State Beach, 571 yards south of Pier Avenue, end of Strand Way",Pismo Beach,35.100383330000000,-120.631719400000000,,Oceano,San Luis Obispo,CA,93445,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A,2018,2021-04-02T00:00:00.000Z
501,400,"Pismo State Beach, projection of Pier Ave.",Pismo Beach,35.105386110000000,-120.632594400000000,,Oceano,San Luis Obispo,CA,93445,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
502,440,Pleasure Point Beach,Pleasure Point Beach,36.958596000000000,-121.967237000000000,,Santa Cruz,Santa Cruz,CA,95062,Santa Cruz,True,2019-10-18T00:00:00.000Z,A+,ns,ns,A+,ns,2018,2019-10-18T00:00:00.000Z
503,238,Poche Beach,Poche Beach,33.440780000000000,-117.645790000000000,,Dana Point,Orange,CA,92624,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A,A+,A,2018,2021-03-19T00:00:00.000Z
504,1062,Poche Creek Ocean Interface (Point Zero),Poche Beach,33.440590000000000,-117.645590000000000,,,Orange,CA,,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
505,360,"Point Loma, Lighthouse",Point Loma,32.665906000000000,-117.244034000000000,,San Diego,San Diego,CA,92135,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,ns,ns,2018,2021-04-02T00:00:00.000Z
506,359,"Point Loma, Point Loma Treatment Plant",Point Loma,32.680862000000000,-117.248535000000000,,San Diego,San Diego,CA,92106,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A+,ns,ns,2018,2021-04-02T00:00:00.000Z
507,125,Point Mugu Beach- Out from Parking Lot,Point Mugu Beach,34.087249000000000,-119.063880000000000,,Oxnard,Ventura,CA,93034,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
508,476,Pomponio State Beach at Pomponio Creek,Pomponio State Beach,37.299858000000000,-122.406659000000000,,San Gregorio,San Mateo,CA,94074,San Mateo,True,2021-04-02T00:00:00.000Z,B,A+,A+,A,A+,2018,2021-04-02T00:00:00.000Z
509,82,Port Hueneme Beach Park- North of Pier,Port Hueneme Beach Park,34.141494000000000,-119.194710000000000,,Port Hueneme,Ventura,CA,93041,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,A,2018,2021-04-02T00:00:00.000Z
510,56,"Portuguese Bend Cove, Rancho Palos Verdes",Portuguese Bend Cove,33.735574000000000,-118.359480000000000,,Rancho Palos Verdes,Los Angeles -- LA Sanitation,CA,90275,Los Angeles -- LA Sanitation,True,2021-04-02T00:00:00.000Z,B,A+,,,,,2021-04-02T00:00:00.000Z
511,98,Promenade Park- California Street at Drain,Promenade Park,34.275661000000000,-119.293034000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
512,96,Promenade Park- Figueroa Street,Promenade Park,34.274409000000000,-119.297644000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,D,A+,A,B,2018,2021-04-02T00:00:00.000Z
513,97,Promenade Park- Paseo De Playa Street,Promenade Park,34.275337000000000,-119.295483000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
514,261,Promenade Park- projection of Oak St.,Promenade Park-Oak Street,34.275478000000000,-119.294724000000000,,San Buenaventura,Ventura,CA,93001,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
515,963,Public stairway at 24822 Malibu Rd.,Puerco State Beach,34.031320000000000,-118.714250000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2019-08-23T00:00:00.000Z,A+,A+,,,,,2019-08-23T00:00:00.000Z
516,622,Pudding Creek Lagoon,,118.000000000000000,1.000000000000000,,,Mendocino,CA,,Mendocino,False,,,,,,,,
517,589,Pudding Creek Ocean Outlet,Pudding Creek,39.459052000000000,-123.809840000000000,,Fort Bragg,Mendocino,CA,95437,Mendocino,True,2020-11-06T00:00:00.000Z,A+,ns,A+,B,ns,2018,2020-11-06T00:00:00.000Z
518,386,Puerco State Beach at creek mouth,Puerco State Beach,34.033160000000000,-118.734470000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,ns,A,A,A,2018,2021-04-02T00:00:00.000Z
519,49,"Redondo Beach- projection of Topaz St., north of jetty",Redondo State Beach,33.832274000000000,-118.390979000000000,,Redondo Beach,Los Angeles,CA,90277,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
520,48,Redondo Municipal Pier - south side,Redondo State Beach,33.838682000000000,-118.391252000000000,,Redondo Beach,Los Angeles -- LA City,CA,90277,Los Angeles -- LA City,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
521,640,Redondo Municipal Pier 100 yards south,Redondo State Beach,33.838000000000000,-118.391000000000000,,Redondo Beach,Los Angeles -- Redondo,CA,90277,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A+,F,A,A+,C,2018,2021-04-02T00:00:00.000Z
522,641,Redondo State Beach at Sapphire Street,Redondo State Beach,33.833838000000000,-118.390816000000000,,Redondo Beach,Los Angeles -- Redondo,CA,90277,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A,F,A,A+,A,2018,2021-04-02T00:00:00.000Z
523,69,Refugio State Beach at Canada del Refugio,Refugio State Beach,34.462861000000000,-120.069333000000000,,Los Olivos,Santa Barbara,CA,93441,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A+,D,A,2018,2021-04-02T00:00:00.000Z
524,259,Rincon Beach - flagpole,Rincon Beach,34.373782000000000,-119.474876000000000,,Carpinteria,Ventura,CA,93013,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
525,81,Rincon Beach at Rincon Creek,Rincon Beach,34.373277000000000,-119.476769000000000,,Carpinteria,Santa Barbara,CA,93013,Santa Barbara,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
526,260,Rincon Beach- Base of Foothpath,Rincon Beach,34.375418000000000,-119.473181000000000,,Carpinteria,Ventura,CA,93013,Ventura,False,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
527,83,Rincon Beach- South of Creek,Rincon Beach,34.373398000000000,-119.476088000000000,,Carpinteria,Ventura,CA,93013,Ventura,True,2021-04-02T00:00:00.000Z,A+,ns,A+,B,C,2018,2021-04-02T00:00:00.000Z
528,88,Rincon Parkway North at Javon Canyon,Rincon Parkway North,34.331901000000000,-119.402220000000000,,San Buenaventura,Ventura,CA,93001,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
529,447,Rio Del Mar Beach,Rio Del Mar Beach,36.968197000000000,-121.906323000000000,,Aptos,Santa Cruz,CA,95003,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,B,B,B,2018,2021-04-02T00:00:00.000Z
530,1053,Riviera Beach (Point Zero),San Clemente,33.408140000000000,-117.609790000000000,,,Orange,CA,,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
531,462,Rockaway Beach at Calera Creek,Rockaway Beach,37.611733000000000,-122.496496000000000,,Pacifica,San Mateo,CA,94044,San Mateo,True,2021-04-02T00:00:00.000Z,C,C,A,A,A+,2018,2021-04-02T00:00:00.000Z
532,566,"Rodeo Beach, Central",Rodeo Beach,37.830400000000000,-122.537700000000000,,Sausalito,Marin,CA,94965,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
533,565,"Rodeo Beach, North",Rodeo Beach,37.832000000000000,-122.539500000000000,,Mill Valley,Marin,CA,94941,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
534,567,"Rodeo Beach, South",Rodeo Beach,37.829600000000000,-122.536500000000000,,Sausalito,Marin,CA,94965,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
535,472,"Roosevelt Beach, south end of parking lot",Roosevelt Beach,37.487092000000000,-122.455303000000000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,A+,D,F,F,F,2018,2021-04-02T00:00:00.000Z
536,57,Royal Palms State Beach,Royal Palms State Beach,33.717562000000000,-118.322106000000000,,Rancho Palos Ver,Los Angeles -- LA City,CA,90732,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
537,484,Salmon Creek State Park Beach,Salmon Creek State Park Beach,38.349742674000000,-123.068369327000000,,Bodega Bay,Sonoma,CA,94923,Sonoma,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
538,255,Salt Creek Beach,Salt Creek Beach,33.480248000000000,-117.724555000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
539,101,San Buenaventura Beach- Dover Lane,San Buenaventura Beach,34.263916000000000,-119.275973000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
540,99,San Buenaventura Beach- Kalorama Street,San Buenaventura Beach,34.273026000000000,-119.286262000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
541,100,San Buenaventura Beach- San Jon Road South of Drain,San Buenaventura Beach,34.272228000000000,-119.285178000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A,A,A,2018,2021-04-02T00:00:00.000Z
542,102,San Buenaventura Beach- Weymouth Lane,San Buenaventura Beach,34.256856000000000,-119.271750000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
543,454,San Carlos Beach at San Carlos Beach Park,San Carlos Beach,36.609670000000000,-121.895072000000000,,Monterey,Monterey,CA,93940,Monterey,True,2021-03-05T00:00:00.000Z,A+,ns,A,A+,ns,2018,2021-03-05T00:00:00.000Z
544,242,San Clemente - Avenida Las Palmeras,San Clemente,33.395770000000000,-117.600240000000000,,San Clemente,Orange,CA,92672,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
545,240,San Clemente - Clock Tower North,San Clemente,33.420790000000000,-117.621410000000000,,San Clemente,Orange,CA,92672,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A,2018,2021-03-19T00:00:00.000Z
546,239,San Clemente - North beach at Avenida Pico,San Clemente,33.430680000000000,-117.631960000000000,,San Clemente,Orange,CA,92672,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A,B,A,2018,2021-03-19T00:00:00.000Z
547,535,San Clemente - T Street,San Clemente,33.417350000000000,-117.618930000000000,,San Clemente,Orange,CA,92672,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
548,1051,San Clemente Pier drain (Point Zero),San Clemente,33.419300000000000,-117.620590000000000,,,Orange,CA,,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
549,2084,San Clemente South Linda Lane,San Clemente,33.4221830000,-117.62230800000,,San Clemente,Orange,CA,92672,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
550,241,San Clemente State Beach - Avenida Calafia,San Clemente,33.405100000000000,-117.606900000000000,,San Clemente,Orange,CA,92672,Orange,True,2021-03-19T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-03-19T00:00:00.000Z
551,2083,San Clemente at El Portal,San Clemente,33.42691400000,-117.62823600000,,San Clemente,Orange,CA,92672,Orange,True,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
552,364,"San Diego Bay, Bayside Park (proj. of J Street)",San Diego Bay,32.628070000000000,-117.107870000000000,,Chula Vista,San Diego,CA,91910,San Diego,True,2020-11-13T00:00:00.000Z,A,ns,B,ns,ns,2018,2020-11-13T00:00:00.000Z
553,366,"San Diego Bay, Glorietta Bay Park at boat launch",San Diego Bay,32.675370000000000,-117.168420000000000,,Coronado,San Diego,CA,92118,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,ns,ns,2018,2021-04-02T00:00:00.000Z
554,362,"San Diego Bay, Shelter Island (Shoreline Beach Park)",San Diego Bay,32.714770000000000,-117.224300000000000,,San Diego,San Diego,CA,92106,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,F,ns,2018,2021-04-02T00:00:00.000Z
555,426,"San Diego Bay, Shelter Island (proj. of Bessemer St.)",San Diego Bay,32.718200000000000,-117.233000000000000,,San Diego,San Diego,CA,92106,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
556,365,"San Diego Bay, Silver Strand",San Diego Bay,32.636310000000000,-117.141100000000000,,San Diego,San Diego,CA,92155,San Diego,False,2020-11-13T00:00:00.000Z,A,ns,,,,,2020-11-13T00:00:00.000Z
557,363,"San Diego Bay, Spanish Landing Park beach",San Diego Bay,32.728380000000000,-117.209960000000000,,San Diego,San Diego,CA,92106,San Diego,True,2019-03-15T00:00:00.000Z,ns,,A,ns,ns,2018,2019-03-15T00:00:00.000Z
558,367,"San Diego Bay, Tidelands Park (proj. of Mullinix Dr.)",San Diego Bay,32.690410000000000,-117.164350000000000,,Coronado,San Diego,CA,92118,San Diego,True,2021-04-02T00:00:00.000Z,A,ns,A,F,ns,2018,2021-04-02T00:00:00.000Z
559,361,"San Diego Bay, north of Kellogg St.",San Diego Bay,32.709210000000000,-117.236780000000000,,San Diego,San Diego,CA,92106,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
560,642,San Elijo State Park north end of State Park stairs,Encinitas,33.028056000000000,-117.288500000000000,,Cardiff-by-the-Sea,San Diego -- San Elijo,CA,92007,San Diego -- San Elijo,True,2021-02-12T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-02-12T00:00:00.000Z
561,475,San Gregorio State Beach at San Gregorio Creek,San Gregorio State Beach,37.322355000000000,-122.404090000000000,,San Gregorio,San Mateo,CA,94074,San Mateo,False,2021-04-02T00:00:00.000Z,A+,A+,ns,B,ns,2018,2021-04-02T00:00:00.000Z
562,1058,San Juan Creek Ocean Interface (Point Zero),Doheny State Beach,33.461550000000000,-117.684110000000000,,,Orange,CA,,Orange,True,2021-04-02T00:00:00.000Z,F,ns,,,,,2021-04-02T00:00:00.000Z
563,402,"San Onofre State Beach, Old Man's",San Onofre State Beach,33.372850000000000,-117.565663000000000,,Huntington Beach,San Diego,CA,92605,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
564,264,"San Onofre State Beach, San Mateo Creek",San Onofre State Beach,33.385858000000000,-117.595278000000000,,Huntington Beach,San Diego,CA,92605,San Diego,False,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
565,516,"San Onofre State Beach, San Onofre Creek",San Onofre State Beach,33.380710000000000,-117.579440000000000,,Huntington Beach,San Diego,CA,92605,San Diego,False,2021-02-12T00:00:00.000Z,A+,ns,,,,,2021-02-12T00:00:00.000Z
566,403,"San Onofre State Beach, Trail #6",San Onofre State Beach,33.378886000000000,-117.572642000000000,,Newport Beach,San Diego,CA,92659,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
567,71,Sands at Coal Oil Point,Sands at Coal Oil Point,34.407624000000000,-119.880083000000000,,Goleta,Santa Barbara,CA,93117,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
568,2075,Santa Ana River - upcoast,Huntington State Beach,33.629471000000000,-117.960106000000000,,Huntington Beach,Orange,CA,92646,Orange,True,2021-03-26T00:00:00.000Z,A+,F,,,,,2021-03-26T00:00:00.000Z
569,151,Santa Ana River Mouth- north side,Huntington State Beach,33.629290000000000,-117.959680000000000,,Huntington Beach,Orange,CA,92646,Orange,True,2021-04-02T00:00:00.000Z,A+,A,A+,C,A,2018,2021-04-02T00:00:00.000Z
570,645,Santa Cruz Main Beach at the Wharf,Santa Cruz Main Beach,36.962154000000000,-122.022380000000000,,Santa Cruz,Santa Cruz,CA,95060,Santa Cruz,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
571,436,"Santa Cruz Main Beach, at the Boardwalk",Santa Cruz Main Beach,36.962634000000000,-122.020309000000000,,Scotts Valley,Santa Cruz,CA,95060,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
572,437,"Santa Cruz Main Beach, at the San Lorenzo River",Santa Cruz Main Beach,36.963236000000000,-122.013225000000000,,Santa Cruz,Santa Cruz,CA,95062,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,D,,,,,2021-04-02T00:00:00.000Z
573,21,Santa Monica Beach at Montana Ave. drain,Santa Monica Beach,34.019625000000000,-118.510699000000000,,Santa Monica,Los Angeles,CA,90402,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,F,,,,,2021-04-02T00:00:00.000Z
574,24,Santa Monica Beach at Pico/Kenter storm drain,Santa Monica Beach,34.005087000000000,-118.493378000000000,,Santa Monica,Los Angeles -- LA City,CA,90405,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A,F,A,F,B,2018,2021-04-02T00:00:00.000Z
575,25,Santa Monica Beach at Strand St. (in front of the restrooms),Santa Monica Beach,34.002246000000000,-118.490835000000000,,Santa Monica,Los Angeles,CA,90405,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
576,22,Santa Monica Beach at Wilshire Blvd. drain,Santa Monica Beach,34.014531000000000,-118.504230000000000,,Santa Monica,Los Angeles,CA,90401,Los Angeles,True,2021-04-02T00:00:00.000Z,A,F,,,,,2021-04-02T00:00:00.000Z
577,23,Santa Monica Municipal Pier,Santa Monica Beach,34.008270000000000,-118.497382000000000,,Santa Monica,Los Angeles -- LA City,CA,90401,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,F,F,D,F,F,2018,2021-04-02T00:00:00.000Z
578,604,Santa Ynez drain at Sunset Blvd.,Will Rogers State Beach,34.037595000000000,-118.555847000000000,,Pacific Palisade,Los Angeles -- LA City,CA,90272,Los Angeles -- LA City,True,2020-11-06T00:00:00.000Z,A+,ns,A,F,ns,2018,2020-11-06T00:00:00.000Z
